client_id,signup_date,age_band,gender,sector,employer_size,role_level,language,region,primary_theme,secondary_theme,idiosyncratic_needs,desired_coach_characteristics,wsp_directive_exploratory,wsp_structured_flexible,wsp_challenging_supportive,pers_open,pers_consc,pers_extra,pers_agree,pers_neuro,urgency,intake_narrative
K01120,2024-02-02,45-54,F,professional_services,large,employee,nl|en,Noord-Holland,loopbaan,,values-mapping|transition-planning|direction-clarity,style:flexible|style:challenging|style:experienced,0.5665,0.0629,0.3622,0.0568,0.7428,0.4462,0.9108,0.5513,med,"Na jaren in professional services voel ik dat iets niet meer past, maar ik weet niet goed wat wel. Ik wil mijn waarden beter in kaart brengen en helderheid krijgen over mijn volgende stap."
K01121,2024-03-27,45-54,M,insurance_finance,medium,manager,nl|en,Noord-Holland,zelfvertrouwen,,imposter-feelings|limiting-beliefs|self-worth|visibility,style:structured|want:self_insight,0.3857,0.1133,0.4613,0.4247,0.3579,0.0517,0.4248,0.6842,med,"Als manager heb ik veel bereikt, maar voel ik me voortdurend onzeker en onvoldoende—dat imposter-gevoel zit diep. Ik wil mijn zelfwaarde steviger maken en meer zichtbaar durven zijn."
K01122,2024-06-27,45-54,F,zorg,medium,manager,nl|en,Limburg,leiderschap,,difficult-conversations|delegation,style:same-sector|want:leadership_dev|style:supportive,0.421,0.4283,0.9217,0.8139,0.5411,0.4062,0.2515,0.5166,med,Ik ben manager in de zorg en wil beter kunnen delegeren en moeilijke gesprekken voeren. Ik zoek coaching om mijn leidinggeefvaardigheden te versterken en meer vertrouwen te krijgen.
K01123,2024-10-05,45-54,F,zorg,medium,employee,nl,Gelderland,zelfvertrouwen,leiderschap,self-worth|alignment|imposter-feelings,style:supportive|style:experienced|want:self_insight,0.3994,0.6463,0.6279,0.4263,0.5431,0.5856,0.1848,0.6825,med,Ik werk in de zorg en merk dat ik mezelf niet erkend voel en twijfel aan mijn waarde. Ik wil aan dat imposter-gevoel werken en beter uitlijnen wat ik echt waard ben.
K01124,2024-12-03,25-34,M,insurance_finance,medium,employee,nl,Flevoland,loopbaan,zelfvertrouwen,transition-planning|identity-clarity|visibility,want:career_dev|want:self_insight|want:confidence,0.3022,0.4296,0.7406,0.0935,0.3434,0.7391,0.1421,0.8253,med,"Ik ben jong en overweeg een carrièrestap, maar twijfel of ik daar wel klaar voor ben. Ik wil helderheid krijgen over wie ik ben professioneel en durven zichtbaarder te worden."
K01125,2024-02-21,25-34,F,zorg,medium,employee,nl,Zuid-Holland,balans werk/prive,,role-conflict|boundary-setting,style:supportive|want:assertiveness,0.7137,0.2299,0.6542,0.8458,0.8136,0.2721,0.3037,0.4576,high,Ik werk in de zorg en voel mij helemaal opgebrand—mijn werk en privé zijn volledig vermengd. Ik moet echt grenzen stellen en uit deze rolconflict zien te stappen voordat het te laat is.
K01126,2024-05-22,55-64,F,public,large,manager,nl,Zuid-Holland,communicatie,stress,listening|nonviolent-communication|calming-techniques|boundary-setting,want:emotion_reg|style:flexible,0.9084,0.3915,0.7623,0.369,0.4396,0.5725,0.4484,0.2792,low,"Als manager in de publieke sector merk ik dat mijn communicatie soms ruw overkomt en ik veel stress in mijn lichaam vasthoud. Ik wil beter luisteren, rustiger communiceren en gezondere grenzen stellen."
K01127,2024-12-06,25-34,F,transport_logistics,small,employee,nl,Noord-Holland,zelfvertrouwen,balans werk/prive,boundary-setting|recovery-routines|visibility,want:confidence|want:assertiveness|style:same-sector,0.2722,0.5803,0.3676,0.0872,0.1663,0.219,0.5877,0.4231,med,Ik merk dat ik in transport & logistics steeds meer werk mee naar huis neem en daar mijn zelfvertrouwen onder lijdt. Ik wil duidelijke grenzen stellen en een echte recovery-routine opbouwen zodat ik zichtbaar kan blijven presteren zonder uit te branden.
K01128,2024-10-03,55-64,F,professional_services,large,employee,nl|en,Zuid-Holland,balans werk/prive,,role-conflict|time-management,style:supportive|style:flexible,0.8289,0.408,0.227,0.1094,0.6201,0.0539,0.3482,0.7138,low,"In mijn rol als professional services consultant voel ik dat werk en privé steeds meer door elkaar lopen, en ik wil beter leren omgaan met de rollen die ik speel en mijn tijd effectiever inzetten."
K01129,2024-02-05,35-44,M,insurance_finance,large,employee,nl|en,Gelderland,stress,balans werk/prive,recovery-routines|boundary-setting|role-conflict,want:stress_resilience|want:assertiveness,0.5165,0.3064,0.9853,0.3358,0.0967,0.6301,0.1523,0.9598,med,De stress in finance voelt steeds zwaarder en ik realiseer me dat ik geen rust meer heb tussen werk en thuis. Ik zoek hulp om grenzen in te stellen en echte herstelrituelen in te bouwen.
K01130,2024-02-03,45-54,F,transport_logistics,large,employee,nl,Noord-Holland,balans werk/prive,,role-conflict|energy-management,want:stress_resilience|style:directive,0.3138,0.4777,0.8823,0.3008,0.8158,0.2229,0.6992,0.7202,med,Als ervaren logistics professional voel ik dat mijn werk-privébalans zoek is en dat rolt stress in beide werelden. Ik wil mijn energie beter verdelen en duidelijker maken wat mijn rollen zijn.
K01131,2024-09-16,25-34,M,public,small,employee,nl,Gelderland,zelfonderzoek,persoonlijk leiderschap,reflection-habits|emotion-awareness|identity-clarity,style:experienced|want:career_dev|style:directive,0.1601,0.2885,0.9366,0.6022,0.3737,0.2353,0.6623,0.674,low,"Ik ben benieuwd wie ik echt ben en wat mijn eigen waarden en stijl zijn, los van wat anderen van me verwachten in de publieke sector. Dit voelt als een moment om dat echt uit te zoeken."
K01132,2024-01-15,25-34,M,zorg,small,employee,nl|en,Zuid-Holland,leiderschap,stress,delegation|alignment,style:experienced|want:collaboration,0.358,0.4003,0.8524,0.2987,0.4907,0.7024,0.6502,0.4883,low,"Nu ik in de zorg meer leiding krijg, merk ik dat stress mijn stijl bepaalt en dat delegeren niet vanzelf gaat. Ik wil leren hoe ik rustig en gericht kan aansturen."
K01133,2024-06-27,25-34,F,transport_logistics,large,employee,nl|en,Noord-Brabant,zelfvertrouwen,,visibility|limiting-beliefs|imposter-feelings|speaking-up,want:assertiveness,0.668,0.4699,0.7681,0.812,0.9353,0.7455,0.4587,0.6844,med,"Ik heb moeite met mijn zichtbaarheid in transport & logistics en voel me onzeker over mijn waarde, wat me tegenhoud om mijn stem uit te steken. Ik wil daar echt verandering in brengen."
K01134,2024-09-27,25-34,F,public,large,employee,nl|en,Overijssel,persoonlijk leiderschap,leiderschap,first-time-manager|ownership-taking|delegation|difficult-conversations,want:communication|want:leadership_dev|style:flexible,0.779,0.3739,0.4149,0.3725,0.0673,0.2106,0.5328,0.8998,med,"Ik sta voor het eerst echt aan het roer in een leidinggevende rol in de publieke sector en wil leren hoe ik verantwoordelijkheid neem, goed delegeer en lastige gesprekken aandurf."
K01135,2024-04-09,25-34,M,professional_services,large,employee,nl,Utrecht,persoonlijk leiderschap,stress,energy-management|ownership-taking|perfectionism,style:challenging|want:self_insight,0.4186,0.8757,0.2586,0.2638,0.7119,0.6097,0.2465,0.3491,med,In professional services raken mijn perfectionisme en oververantwoordelijkheid mijn energie op en houd ik niet goed voor mezelf in. Ik wil sterker in mijn schoenen staan en beter leren kiezen.
K01136,2024-01-03,45-54,M,professional_services,large,employee,nl,Utrecht,zelfvertrouwen,leiderschap,self-worth|alignment|decision-making,style:challenging|style:supportive,0.4974,0.6742,0.7255,0.4013,0.0893,0.6439,0.94,0.4123,med,"Nu ik in professional services meer leidinggevend werk doe, twijfel ik aan mijn waarde en vind ik het moeilijk keuzes te maken die voor mij voelen. Ik wil daar meer zelfzekerheid in krijgen."
K01137,2024-10-26,35-44,M,transport_logistics,medium,employee,nl|en,Gelderland,persoonlijk leiderschap,,ownership-taking|self-direction|energy-management,want:leadership_dev,0.3429,0.3918,0.1985,0.4712,0.5416,0.5046,0.2768,0.8399,med,In transport & logistics voel ik dat ik te veel afhangt van anderen en niet genoeg grip heb op mijn eigen koers. Ik wil meer eigenaarschap nemen en mijn energie teruggeven.
K01138,2024-02-05,45-54,F,public,large,employee,nl,Noord-Holland,loopbaan,stress,perfectionism|workload-negotiation|transition-planning|calming-techniques,want:emotion_reg|want:self_insight,0.108,0.3909,0.1853,0.684,0.3138,0.7733,0.2098,0.8213,low,Mijn perfectie en werkdruk in de publieke sector maken dat ik loopbaankeuzes niet duidelijk kan zien. Ik wil rust krijgen en een realistisch plan maken voor wat ik echt wil.
K01139,2024-03-23,55-64,M,transport_logistics,large,employee,nl|en,Groningen,leiderschap,stress,calming-techniques|alignment|perfectionism,style:experienced|want:collaboration,0.0642,0.8856,0.8459,0.5889,0.8007,0.3729,0.477,0.3494,med,"Als ervaren leider in transport voelt stress steeds meer normaal, maar ik merk dat het mijn leiding beïnvloedt en mijn perfectie niet helpt. Ik wil daar anders mee omgaan."
K01140,2024-06-24,25-34,M,insurance_finance,large,manager,nl,Noord-Holland,communicatie,,nonviolent-communication|feedback-skills|listening,style:directive|style:flexible|style:structured,0.4971,0.3328,0.4275,0.6305,0.4382,0.8106,0.6514,0.4443,low,"Als manager in finance wil ik beter leren communiceren met mijn team: luisteren zonder gelijk te hebben, constructief feedback geven en echt verbinding maken."
K01141,2024-05-21,55-64,F,tech,medium,manager,nl|en,Utrecht,leiderschap,loopbaan,decision-making|identity-clarity,style:experienced|want:self_insight,0.5659,0.6276,0.5345,0.774,0.205,0.5074,0.7405,0.7705,low,"In tech groei ik richting meer strategische keuzes, maar ik ben nog niet helemaal duidelijk over wie ik wil zijn als leider en welke richting past bij mijn waarden."
K01142,2024-01-20,35-44,F,professional_services,medium,director,nl,Overijssel,leiderschap,zelfvertrouwen,self-worth|imposter-feelings,want:confidence|want:self_insight,0.439,0.868,0.6859,0.6376,0.4678,0.0651,0.72,0.1863,med,"Nu ik directeur ben in professional services, vecht het impostor-gevoel terug en twijfel ik aan mijn recht op deze plek. Ik wil dat ondergraven en mijn waarde echt voelen."
K01143,2024-09-03,25-34,F,public,small,employee,nl|en,Groningen,balans werk/prive,persoonlijk leiderschap,boundary-setting|role-conflict,want:balance|style:flexible,0.5428,0.8244,0.2451,0.4779,0.7188,0.8929,0.5377,0.4845,med,In de publieke sector zie ik dat mijn leidinggevende rol mijn privéleven overneemt en dat rolt terug in mijn werk. Ik wil duidelijke grenzen leren stellen.
K01144,2024-05-13,35-44,F,zorg,medium,employee,nl,Zuid-Holland,zelfvertrouwen,stress,recovery-routines|speaking-up,want:stress_resilience|want:confidence,0.6209,0.4311,0.469,0.8776,0.3153,0.7025,0.2349,0.445,med,"In de zorg loop ik tegen stress aan die mijn zelfvertrouwen aantast, en ik durf niet goed mijn stem uit te steken. Ik wil herstel vinden en luider worden."
K01145,2024-10-23,35-44,F,public,medium,employee,nl,Utrecht,zelfonderzoek,loopbaan,perfectionism|career-switch,style:structured|want:career_dev,0.6252,0.5904,0.3998,0.3547,0.6225,0.8882,0.408,0.0744,low,Ik twijfel of ik nog op de juiste plek zit in de publieke sector en mijn perfectionisme helpt niet. Ik wil dit onderzoeken en kijken waar ik echt heen wil.
K01146,2024-07-23,55-64,F,insurance_finance,large,employee,nl,Utrecht,leiderschap,balans werk/prive,time-management|decision-making|boundary-setting,want:balance|style:challenging|style:structured,0.7075,0.3427,0.2,0.9377,0.2554,0.1305,0.3733,0.6882,med,"Als 55+ professional in finance balanceer ik leiderschap, veel werk en mijn privéleven moeilijk; ik wil leren prioriteren en grenzen stellen zonder iets los te laten."
K01147,2024-02-02,25-34,M,transport_logistics,large,manager,nl|en|other,Zuid-Holland,persoonlijk leiderschap,leiderschap,decision-making|ownership-taking|difficult-conversations,style:same-sector|style:directive,0.8621,0.2851,0.6827,0.4039,0.4231,0.5354,0.534,0.12,high,Ik ben recent manager geworden in logistiek en merk dat ik moeite heb met het nemen van beslissingen en het voeren van moeilijke gesprekken met mijn team. Ik wil meer eigenaarschap tonen en weet dat ik daar nu aan moet werken voordat het escaleert.
K01148,2024-04-03,25-34,F,zorg,medium,director,nl,Flevoland,loopbaan,stress,identity-clarity|workload-negotiation|recovery-routines|values-mapping,style:experienced|want:stress_resilience,0.764,0.5112,0.3439,0.4519,0.6397,0.4797,0.2095,0.3223,high,"Als directeur in de zorg voel ik me compleet uitgeput door de werkdruk en verlies ik het zicht op wat ik eigenlijk waarde vind in mijn rol. Ik moet nu echt mijn werkbelasting heronderhandelen en herstellen, anders raak ik volledig uitgebreid."
K01149,2024-11-22,35-44,M,insurance_finance,medium,employee,nl,Noord-Brabant,zelfvertrouwen,,speaking-up|self-worth,want:assertiveness|style:directive,0.6395,0.8418,0.3166,0.8767,0.7465,0.2671,0.837,0.5541,high,In mijn rol in de financiële sector word ik steeds vaker gepasseerd in vergaderingen en durf ik mijn mening niet uit te spreken. Ik wil me sterker voelen en meer waardering krijgen voor wat ik inbreng.
K01150,2024-01-20,45-54,F,professional_services,large,employee,nl|en,Noord-Holland,leiderschap,zelfvertrouwen,first-time-manager|imposter-feelings,style:directive|style:supportive,0.568,0.8177,0.0998,0.3471,0.4679,0.3521,0.4522,0.0578,med,"Ik sta voor mijn eerste leidinggevende rol in een consultancybedrijf en voel me niet klaar, alsof ik het niet verdien. Ik wil dat impostorgevoel aanpakken voordat ik officieel start."
K01151,2024-05-18,25-34,F,professional_services,medium,manager,nl,Utrecht,leiderschap,communicatie,alignment|listening|difficult-conversations|decision-making,style:experienced|want:communication,0.1714,0.3315,0.3414,0.7189,0.8845,0.657,0.6038,0.3384,high,"Als manager in professional services merk ik dat mijn team niet goed gealigneerd is en dat ik geen echte gesprekken kan voeren over lastige onderwerpen. Ik wil beter kunnen luisteren en duidelijker communiceren, want het knelt nu echt."
K01152,2024-04-19,25-34,F,public,medium,employee,nl,Zuid-Holland,zelfonderzoek,,imposter-feelings|identity-clarity|value-alignment|limiting-beliefs,style:directive|want:confidence,0.1479,0.4571,0.5908,0.5573,0.5316,0.3617,0.607,0.6191,low,Ik zit in de publieke sector en twijfel voortdurend aan mijn capaciteiten en wie ik eigenlijk ben in mijn werk. Ik wil mijn beperkende overtuigingen onderzoeken en echt duidelijkheid krijgen over mijn waarden.
K01153,2024-10-17,35-44,M,insurance_finance,large,employee,nl,Zuid-Holland,balans werk/prive,,role-conflict|time-management,want:balance|style:same-sector,0.6475,0.2708,0.2817,0.4309,0.6779,0.3761,0.6289,0.4782,high,Ik werk in de financiële sector en kan niet meer scheiden tussen mijn werk en privéleven; alles voelt in conflict. Mijn gezin merkt dat ik niet meer present ben en ik moet dit nu aanpakken.
K01154,2024-03-19,25-34,F,tech,small,director,nl,Utrecht,stress,,workload-negotiation|recovery-routines,style:directive|style:challenging|want:balance,0.8061,0.4354,0.7634,0.2305,0.1685,0.08,0.3351,0.8456,med,"Als directeur in tech ben ik voortdurend beschikbaar en uitgeput, maar ik weet niet goed hoe ik mijn werkbelasting kan aanpassen. Ik wil bewuste herstelroutines inbouwen voordat ik volledig burn-out heb."
K01155,2024-05-14,25-34,F,professional_services,medium,employee,nl,Noord-Holland,persoonlijk leiderschap,communicatie,listening|ownership-taking|self-direction,want:communication|want:self_insight,0.503,0.6449,0.2809,0.8918,0.1662,0.6177,0.5383,0.3673,low,Ik werk in professional services en realiseer me dat ik niet echt luister naar collega's en te weinig eigenaarschap neem over mijn eigen richting. Ik wil meer zelfgestuurd worden en betere relaties opbouwen.
K01156,2024-12-01,35-44,M,insurance_finance,medium,employee,nl,Utrecht,stress,balans werk/prive,role-conflict|recovery-routines|saying-no,style:challenging|want:stress_resilience,0.6004,0.5688,0.3559,0.7993,0.33,0.3186,0.756,0.5318,low,Ik zit in een rol waarbij privé en werk voortdurend botsen en ik kan niet echt 'nee' zeggen. Ik wil leren hoe ik beter voor mezelf kan zorgen en grenzen kan stellen.
K01157,2024-05-24,25-34,M,insurance_finance,medium,manager,nl,Noord-Holland,samenwerken,balans werk/prive,trust-building|energy-management|conflict-handling,want:balance,0.3879,0.4587,0.3553,0.6623,0.2168,0.8288,0.1318,0.5365,low,Als manager in de verzekeringssector ben ik uitgeput door mijn rol en merk ik dat vertrouwen met mijn team ontbreekt. Ik wil mijn energiebeheer verbeteren en beter met conflict omgaan.
K01158,2024-01-21,25-34,F,insurance_finance,large,employee,nl,Utrecht,communicatie,stress,difficult-conversations|feedback-skills,want:communication,0.8876,0.6324,0.3033,0.2341,0.0164,0.6727,0.9206,0.2235,med,Ik ben bang voor moeilijke gesprekken en kan feedback niet goed geven aan mijn collega's in de financiële sector. Ik voel stress opbouwen en wil nu concrete vaardigheden leren.
K01159,2024-05-03,35-44,F,insurance_finance,large,employee,nl,Friesland,loopbaan,emotieregulatie,trigger-management|emotion-awareness|career-switch|direction-clarity,want:career_dev|style:structured|want:self_insight,0.5046,0.9161,0.8875,0.2337,0.2225,0.4295,0.797,0.322,med,In mijn rol in de verzekeringssector ben ik emotioneel overstelpt en merk ik dat ik twijfel over mijn loopbaanrichting. Ik wil mijn triggers beter begrijpen en duidelijkheid krijgen over wat ik werkelijk wil.
K01160,2024-10-26,25-34,M,insurance_finance,medium,employee,nl|en,Noord-Holland,balans werk/prive,,energy-management|role-conflict|boundary-setting,want:balance|want:stress_resilience,0.5685,0.2892,0.7655,0.1919,0.5893,0.396,0.3063,0.2657,med,Ik kan als werknemer de grenzen tussen werk en privé niet meer handhaven en voel me energieloos. Ik wil leren hoe ik beter voor mijn eigen balans kan zorgen.
K01161,2024-03-14,25-34,F,zorg,large,employee,nl,Zuid-Holland,zelfvertrouwen,stress,speaking-up|calming-techniques|boundary-setting|perfectionism,style:challenging|want:self_insight,0.251,0.5281,0.3072,0.6767,0.3598,0.2968,0.4506,0.11,med,"Ik werk in de zorg en ben perfectionistisch, waardoor ik veel stress heb en niet durf op te staan voor mezelf. Ik wil rustiger worden en grenzen kunnen stellen zonder me schuldig te voelen."
K01162,2024-01-22,55-64,M,insurance_finance,large,employee,nl,Noord-Holland,emotieregulatie,,emotion-awareness|rumination-reduction|trigger-management,style:experienced|want:emotion_reg,0.7043,0.3716,0.6136,0.1744,0.7811,0.2954,0.5256,0.8419,high,"Ik zit als werknemer vast in negatieve gedachtenpatronen en kan mijn emoties niet goed reguleren, wat mijn werk in de verzekeringssector verslechtert. Dit moet echt veranderen voordat het verder afbrokkelt."
K01163,2024-01-14,35-44,F,zorg,medium,employee,nl,Utrecht,samenwerken,stress,team-roles|alignment,want:collaboration,0.4717,0.3106,0.8006,0.7902,0.1151,0.3952,0.4798,0.1911,med,Ik werk in de zorg en voel stress omdat ik niet goed weet wat mijn rol is in het team en waar we naar toe gaan. Ik wil duidelijkheid krijgen en beter samenwerken.
K01164,2024-01-24,35-44,M,tech,large,employee,nl,Noord-Brabant,emotieregulatie,zelfvertrouwen,imposter-feelings|emotion-awareness,style:experienced|want:self_insight|style:structured,0.1395,0.3082,0.3219,0.4956,0.1962,0.2701,0.1584,0.2287,low,"Ik ben in de techindustrie en twijfel voortdurend aan mijn waarde, wat aanvoelt als impostorgevoelens. Ik wil beter begrijpen wat ik voel en meer zelfvertrouwen opbouwen."
K01165,2024-09-23,35-44,M,professional_services,small,employee,nl,Noord-Holland,loslaten,stress,acceptance|recovery-routines|rumination-reduction,want:emotion_reg|style:flexible,0.772,0.1837,0.0996,0.7155,0.9368,0.7714,0.609,0.2136,high,Ik werk in professional services en kan niet loslaten van problemen; ik pieker voortdurend en ben volledig uitgeput. Ik moet nu echt leren accepteren en herstellen.
K01166,2024-12-19,25-34,M,zorg,small,employee,nl,Gelderland,persoonlijk leiderschap,,ownership-taking|value-alignment|decision-making,style:same-sector|want:leadership_dev,0.2561,0.3538,0.3854,0.5496,0.9512,0.5546,0.665,0.2529,low,"Ik ben werknemer in de zorg en wil meer controle hebben over mijn eigen keuzes en richting. Ik wil duidelijker weten wat ik waarde, zodat ik beter beslissingen kan nemen."
K01167,2024-09-11,45-54,M,public,large,employee,nl,Zuid-Holland,persoonlijk leiderschap,,self-direction|decision-making|value-alignment,want:self_insight,0.4699,0.2829,0.3032,0.986,0.1426,0.3056,0.4638,0.2688,low,"Ik merk dat ik op mijn werk meer richting wil geven aan mijn eigen keuzes en minder vanuit gewoontes wil handelen. Nu ik in de 45-54 leeftijdsgroep zit, voel ik dat het moment is gekomen om mijn waarden beter uit te lijnen met wat ik dagelijks doe."
K01168,2024-05-12,45-54,F,public,medium,manager,nl,Drenthe,balans werk/prive,stress,perfectionism|calming-techniques,want:stress_resilience,0.8759,0.3363,0.3695,0.5204,0.4747,0.5932,0.7524,0.864,low,Als manager loop ik tegen mijn eigen perfectionism aan en merk dat dit stress creëert die ik meenem naar huis. Ik wil leren hoe ik dit los kan laten en meer rust kan vinden zonder alles onder controle te moeten hebben.
K01169,2024-06-03,35-44,F,professional_services,large,manager,nl|en,Utrecht,balans werk/prive,loslaten,boundary-setting|acceptance|recovery-routines,want:emotion_reg|style:same-sector|style:flexible,0.4275,0.7687,0.323,0.4826,0.4646,0.887,0.49,0.4554,low,"Ik ben manager en realiseer me dat ik niet echt kan ontspannen—het werk zit constant in mijn hoofd. Ik wil concrete grenzen stellen en leren wat het betekent om echt los te laten, zodat mijn privéleven weer van mij is."
K01170,2024-01-16,35-44,M,professional_services,large,employee,nl|en,Noord-Holland,communicatie,balans werk/prive,feedback-skills|recovery-routines,want:balance|style:supportive|style:challenging,0.1553,0.3902,0.5275,0.6041,0.4791,0.5944,0.6391,0.6447,high,Mijn communicatie op het werk begint mijn herstel thuis in gevaar te brengen: ik ben voortdurend gespannen over hoe ik feedback geef en ontvang. Ik zoek nu hulp omdat dit patroon mijn hele balans verstoort.
K01171,2024-09-05,45-54,M,transport_logistics,medium,manager,nl,Utrecht,zelfonderzoek,zelfvertrouwen,identity-clarity|values-mapping|perfectionism,style:experienced|style:flexible|want:career_dev,0.3953,0.4979,0.4223,0.8667,0.8899,0.1796,0.1854,0.4455,low,"Als manager vraag ik me af wie ik eigenlijk ben los van mijn rol en wat mij echt drijft. Mijn perfectionism verspeelt mijn zelfvertrouwen, en ik wil daar nu helderheid in krijgen."
K01172,2024-06-03,45-54,M,public,large,employee,nl,Utrecht,stress,persoonlijk leiderschap,self-direction|calming-techniques|saying-no,style:structured,0.2677,0.6012,0.3138,0.7365,0.5706,0.7844,0.3149,0.6482,high,De stress is nu echt te veel geworden en ik voel dat ik meer controle over mijn eigen keuzes en grenzen nodig heb. Ik wil leren nee te zeggen en weer grip op mijn werk krijgen zonder uit te putten.
K01173,2024-02-11,55-64,M,tech,medium,employee,nl,Zuid-Holland,balans werk/prive,persoonlijk leiderschap,energy-management|recovery-routines,style:experienced|style:flexible,0.8711,0.8211,0.5637,0.4652,0.5686,0.7738,0.3253,0.2614,med,Na jaren in tech ben ik moe en realiseer ik dat ik niet weet hoe ik mijn energie beter kan verdelen. Ik wil leren wat ik nodig heb om echt uit te kunnen schakelen en thuis aanwezig te zijn.
K01174,2024-11-21,25-34,F,professional_services,small,employee,nl,Noord-Holland,persoonlijk leiderschap,,decision-making|energy-management|ownership-taking,style:same-sector|style:supportive,0.2858,0.5655,0.4699,0.4164,0.6393,0.754,0.2817,0.1238,high,"Ik sta nu op een kruispunt in mijn jonge carrière en moet snelle keuzes maken, maar ik voel me niet klaar voor de verantwoordelijkheid. Ik zoek coaching omdat ik zelfstandiger en meer eigenaar van mijn werk wil worden."
K01175,2024-08-05,45-54,M,public,small,manager,nl,Noord-Brabant,persoonlijk leiderschap,zelfvertrouwen,speaking-up|ownership-taking|energy-management,style:experienced|style:challenging|want:assertiveness,0.4644,0.1772,0.5174,0.2744,0.8906,0.2006,0.5262,0.576,med,Als manager merk ik dat ik niet voluit mijn stem laat horen in belangrijke gesprekken en dat frustreert me. Ik wil mijn zelfvertrouwen terugvinden en voller participeren in mijn leiderschapsrol.
K01176,2024-03-18,55-64,F,transport_logistics,large,employee,nl,Noord-Holland,zelfonderzoek,,pattern-awareness|perfectionism,want:self_insight|want:stress_resilience,0.5563,0.4083,0.6376,0.1484,0.465,0.5561,0.6068,0.4564,med,Ik zie dat ik steeds dezelfde patronen herhaal—vooral rond perfectionism—maar snap niet goed wat eronder ligt. Ik wil beter begrijpen hoe ik in elkaar zit zodat ik werkelijk kan veranderen.
K01177,2024-09-23,55-64,F,professional_services,small,employee,nl,Utrecht,persoonlijk leiderschap,communicatie,self-direction|decision-making,style:directive|want:leadership_dev,0.6676,0.6183,0.6992,0.6389,0.9116,0.2033,0.3861,0.6453,med,Ik ben halverwege mijn carrière en voel dat ik meer autonoom moet kunnen werken en sneller beslissingen moet nemen. Coaching helpt me om mijn eigen weg beter uit te stippelen in plaats van altijd op instructies te wachten.
K01178,2024-09-04,25-34,F,zorg,small,employee,nl|en,Zuid-Holland,loslaten,,acceptance|rumination-reduction|control-release,style:supportive|want:emotion_reg,0.5026,0.3728,0.1123,0.3515,0.6616,0.7751,0.1546,0.7436,low,Ik loop al een tijd met dingen rond die ik niet kan loslaten en dit remt mijn leven. Ik wil leren accepteren wat ik niet kan veranderen en mijn controlegedrag wat los te geven.
K01179,2024-09-15,35-44,M,public,large,employee,nl,Noord-Holland,loopbaan,,career-switch|transition-planning|identity-clarity|values-mapping,want:career_dev,0.2242,0.6753,0.6917,0.4965,0.6323,0.3362,0.935,0.624,med,Ik ben nu op het punt dat ik mijn huidige loopbaan niet meer zie zitten en moet nadenken over een echte stap. Ik zoek coaching om uit te zoeken wat ik echt wil en hoe ik daar verantwoord naartoe kan gaan.
K01180,2024-08-27,25-34,F,professional_services,small,employee,nl,Drenthe,persoonlijk leiderschap,,value-alignment|self-direction,style:supportive|want:leadership_dev,0.2384,0.4026,0.7749,0.7117,0.5904,0.4169,0.648,0.2821,high,Ik ben jong in mijn carrière en voel nu al dat wat ik doe niet aansluit bij mijn waarden. Ik wil snel uitvinden hoe ik meer zelfbepaling kan nemen voordat ik verder afdwaal.
K01181,2024-09-08,35-44,M,public,large,manager,nl|other,Zeeland,persoonlijk leiderschap,,ownership-taking|value-alignment,want:self_insight|want:leadership_dev,0.2845,0.6259,0.6262,0.7459,0.7355,0.2817,0.5456,0.8124,med,Als relatief jonge manager realiseer ik dat ik meer eigenaarschap wil nemen van mijn rol en wil handelen vanuit mijn waarden in plaats van vanuit wat anderen verwachten.
K01182,2024-12-20,55-64,F,professional_services,large,employee,nl|en,Noord-Brabant,stress,leiderschap,first-time-manager|decision-making|saying-no,want:assertiveness|want:leadership_dev|style:flexible,0.1134,0.4432,0.3361,0.4965,0.3182,0.6636,0.9247,0.5061,low,Ik sta voor mijn eerste management-rol en voel stress opkomen door onzekerheid over hoe ik beslissingen neem en grenzen stel. Coaching helpt me voet aan de grond te krijgen in deze nieuwe fase.
K01183,2024-05-16,35-44,M,transport_logistics,small,employee,nl,Gelderland,leiderschap,zelfonderzoek,emotion-awareness|perfectionism|alignment,style:same-sector|want:emotion_reg,0.6897,0.4109,0.8423,0.811,0.5862,0.6521,0.5006,0.1742,med,In mijn rol als leider merk ik dat mijn perfectionism en emoties mijn oordeel beïnvloeden. Ik wil meer inzicht in mezelf zodat ik authentischer en effectiever kan leiden.
K01184,2024-01-25,25-34,F,insurance_finance,medium,manager,nl,Noord-Holland,loopbaan,communicatie,values-mapping|listening,want:communication,0.5677,0.4893,0.5899,0.5035,0.5186,0.588,0.6905,0.9125,low,Als jonge manager wil ik mijn loopbaan intentioneel opbouwen en onderzoeken wat mij werkelijk motiveert. Coaching helpt me mijn waarden helder te krijgen en daarvan uit te communiceren.
K01185,2024-12-01,55-64,F,public,medium,employee,nl,Zuid-Holland,stress,loopbaan,boundary-setting|identity-clarity,want:stress_resilience|want:self_insight,0.6013,0.7679,0.3238,0.3891,0.2639,0.4151,0.1521,0.6103,low,Mijn huidige werk voelt niet meer van mij en ik weet niet goed wie ik ben buiten die rol. Ik zoek coaching om grenzen te stellen en duidelijker te worden over wat ik eigenlijk wil.
