trajectory_id,client_id,coach_id,start_date,n_sessions,completed,dropout_reason,satisfaction_1_10,goal_achievement_1_10,evaluation_completed,rematch_requested,evaluation_comment
T00687,K01342,C0050,2024-07-12,11,True,,6.0,7.0,True,False,Goed afgerond traject met solide doelrealisatie en redelijke tevredenheid.
T00688,K00802,C0007,2024-07-12,9,True,,5.0,7.0,True,False,"Het traject is afgerond met acceptabele doelrealisatie, hoewel de tevredenheid gemiddeld was."
T00689,K01341,C0093,2024-07-12,3,False,no-longer-wanted,,,False,True,
T00690,K00914,C0103,2024-07-13,8,True,,6.0,8.0,True,False,Succesvol afgerond traject met sterke doelrealisatie en redelijke tevredenheid.
T00691,K01429,C0052,2024-07-13,4,False,external-coach,6.0,7.0,True,False,"Het traject is onderbroken door overstap naar externe coaching, maar liet wel progressie zien."
T00692,K00672,C0001,2024-07-13,10,True,,6.0,6.0,True,False,"Afgerond traject met gemiddelde resultaten; de doelen zijn bereikt, maar de tevredenheid bleef matig."
T00693,K01025,C0088,2024-07-13,13,True,,7.0,7.0,True,False,Goed afgerond traject met consistente tevredenheid en goede doelrealisatie.
T00694,K01448,C0034,2024-07-14,9,True,,,,False,True,
T00695,K00834,C0088,2024-07-15,7,True,,3.0,8.0,True,False,"Opvallend contrast: sterke doelrealisatie, maar lage tevredenheid suggereert dat het proces voor de coachee lastig was."
T00696,K00786,C0001,2024-07-15,6,True,,5.0,6.0,True,True,Het traject is afgerond met bescheiden resultaten op beide vlakken; mogelijkheden voor verbetering waren aanwezig.
T00697,K00746,C0058,2024-07-15,8,True,,7.0,8.0,True,False,Uitstekend afgerond traject met hoge tevredenheid en sterke doelrealisatie.
T00698,K01489,C0047,2024-07-18,3,False,external-coach,3.0,2.0,True,False,Dit traject is voortijdig beëindigd met minimale voortgang en lage tevredenheid; een moeilijk verlopend proces.
T00699,K01457,C0036,2024-07-19,2,False,external-coach,7.0,6.0,True,True,Het traject is onderbroken voor externe coaching; ondanks redelijke tevredenheid waren de doelen nog niet volledig bereikt.
T00700,K01453,C0107,2024-07-20,6,True,,5.0,8.0,True,True,"Afgerond met sterke doelrealisatie, ondanks matige tevredenheid; de coachee heeft duidelijk stappen vooruitgezet."
T00701,K00772,C0085,2024-07-21,8,True,,5.0,8.0,True,True,"Goed afgerond traject met sterke doelrealisatie, hoewel de tevredenheid gemiddeld bleef."
T00702,K00762,C0082,2024-07-22,9,True,,5.0,7.0,True,False,Afgerond traject met redelijke doelrealisatie en gemiddelde tevredenheid.
T00703,K00951,C0039,2024-07-22,13,True,,7.0,8.0,True,False,Zeer succesvol afgerond traject met hoge tevredenheid en uitstekende doelrealisatie.
T00704,K01425,C0008,2024-07-22,13,True,,6.0,9.0,True,False,"Uitstekende doelrealisatie bereikt ondanks matige tevredenheid; de coachee heeft de gestelde doelen solide gerealiseerd, al was het traject niet geheel naar wens."
T00705,K01264,C0067,2024-07-23,3,False,external-coach,,,False,False,
T00706,K01146,C0038,2024-07-23,2,False,disappeared,3.0,5.0,True,True,Traject voortijdig afgebroken; lage tevredenheid en beperkte doelrealisatie duiden op onvoldoende aansluiting of betrokkenheid.
T00707,K00838,C0040,2024-07-24,6,True,,,,False,True,
T00708,K00788,C0073,2024-07-26,16,True,,5.0,9.0,True,False,"Sterke doelrealisatie bereikt, hoewel de ervaring van het traject zelf tegenviel; de coachee heeft de doelen goed weten te behalen."
T00709,K01348,C0114,2024-08-01,3,False,no-longer-wanted,6.0,7.0,True,True,"Coachee heeft het traject voortijdig beëindigd, ondanks redelijke voortgang; de motivatie lijkt afgenomen."
T00710,K01200,C0072,2024-08-02,14,True,,7.0,8.0,True,False,Goed afgerond traject met positieve doelrealisatie en tevredenheid; coachee toont goede voortgang en betrokkenheid.
T00711,K01217,C0094,2024-08-02,3,False,disappeared,6.0,9.0,True,False,Ondanks uitstekende doelrealisatie is het contact verbroken; jammer dat het traject niet kon worden afgerond.
T00712,K01103,C0002,2024-08-02,3,False,no-longer-wanted,,,False,False,
T00713,K01268,C0103,2024-08-04,8,True,,4.0,8.0,True,True,"Doelen goed gerealiseerd, maar de tevredenheid bleef achter; mogelijk verschil tussen verwachtingen en ervaring."
T00714,K00750,C0094,2024-08-04,5,True,,5.0,8.0,True,False,Solide doelrealisatie bereikt met matige tevredenheid; traject is succesvol afgerond hoewel de beleving gemengd was.
T00715,K01252,C0025,2024-08-05,2,False,disappeared,,,False,False,
T00716,K01175,C0103,2024-08-05,8,True,,6.0,8.0,True,False,Bevredigend afgerond traject met goede doelrealisatie en redelijke tevredenheid.
T00717,K01211,C0007,2024-08-06,4,True,,6.0,8.0,True,False,Traject succesvol afgerond met goede doelrealisatie en tevredenheid; coachee heeft goed voortgang geboekt.
T00718,K00944,C0045,2024-08-07,11,True,,,,False,False,
T00719,K00830,C0116,2024-08-08,8,True,,4.0,6.0,True,True,Matige tevredenheid en doelrealisatie; traject is afgerond maar laat zien dat de aansluiting beter kon.
T00720,K01437,C0002,2024-08-09,3,False,disappeared,6.0,8.0,True,False,Traject voortijdig afgebroken ondanks redelijke voortgang; contact verloren met de coachee.
T00721,K01449,C0108,2024-08-09,6,True,,,,False,True,
T00722,K01003,C0077,2024-08-10,8,True,,7.0,9.0,True,False,Uitstekend afgerond traject met hoge tevredenheid en doelrealisatie; coachee zeer tevreden met de bereikte resultaten.
T00723,K01396,C0080,2024-08-10,2,True,,,,False,False,
T00724,K00817,C0116,2024-08-11,3,True,,6.0,8.0,True,False,Succesvol traject met goede doelrealisatie en redelijke tevredenheid; coachee heeft zich goed kunnen ontwikkelen.
T00725,K00832,C0031,2024-08-13,5,True,,,,False,False,
T00726,K01079,C0099,2024-08-14,4,False,no-longer-wanted,,,False,True,
T00727,K01332,C0009,2024-08-16,6,True,,,,False,False,
T00728,K01494,C0083,2024-08-16,8,True,,,,False,True,
T00729,K00930,C0103,2024-08-17,11,True,,,,False,True,
T00730,K01096,C0094,2024-08-18,7,True,,3.0,8.0,True,False,"Doelen goed bereikt, maar tevredenheid bleef laag; mogelijk disconnect tussen resultaat en verwachting of proces."
T00731,K00851,C0112,2024-08-19,6,True,,5.0,7.0,True,False,Redelijk traject met matige tevredenheid en doelrealisatie; coachee heeft enige voortgang geboekt.
T00732,K00795,C0006,2024-08-20,6,True,,7.0,8.0,True,False,Goed afgerond traject met goede doelrealisatie en tevredenheid; coachee tevreden met de bereikte resultaten.
T00733,K00711,C0101,2024-08-20,4,True,,4.0,5.0,True,True,Traject afgerond met beperkte doelrealisatie en lage tevredenheid; aansluiting en betrokkenheid waren onvoldoende.
T00734,K00808,C0114,2024-08-21,6,True,,,,False,False,
T00735,K01260,C0117,2024-08-21,6,True,,6.0,8.0,True,False,Succesvol afgerond traject met goede doelrealisatie en redelijke tevredenheid.
T00736,K00866,C0084,2024-08-23,8,True,,4.0,7.0,True,False,Doelen redelijk bereikt ondanks lage tevredenheid; traject is afgerond maar beleving was suboptimaal.
T00737,K01440,C0088,2024-08-26,12,True,,6.0,9.0,True,False,"De doelstellingen zijn uitstekend behaald, hoewel de tevredenheid met het proces matig was. Een solide resultaat ondanks enkele verbeterpunten in begeleiding."
T00738,K00739,C0108,2024-09-01,7,True,,5.0,8.0,True,False,"Goed resultaat met sterke doelrealisatie, maar de overall ervaring had meer aandacht kunnen krijgen. Het traject had meer sturing kunnen gebruiken."
T00739,K01418,C0005,2024-09-01,7,True,,7.0,10.0,True,False,Excellent traject met volledige doelrealisatie en goede tevredenheid. De coachee heeft zich goed kunnen ontwikkelen.
T00740,K01078,C0063,2024-09-01,5,True,,6.0,7.0,True,False,Redelijk resultaat met matige tevredenheid en doelrealisatie; het traject had meer focus kunnen hebben op specifieke verbeterpunten.
T00741,K01303,C0092,2024-09-02,6,True,,5.0,9.0,True,False,Sterke doelrealisatie bereikt ondanks matige tevredenheid over het traject. De coachee had meer waardering voor de aanpak kunnen hebben.
T00742,K00970,C0012,2024-09-02,11,True,,6.0,7.0,True,False,Matig resultaat met beperkte tevredenheid en doelrealisatie; aandacht voor beter afstemming zou het traject hebben versterkt.
T00743,K01354,C0074,2024-09-02,11,True,,6.0,8.0,True,False,Goed traject met sterke doelrealisatie en redelijke tevredenheid. De coachee heeft vooruitgang geboekt op belangrijke punten.
T00744,K01276,C0074,2024-09-02,5,True,,,,False,False,
T00745,K01403,C0034,2024-09-02,3,False,no-longer-wanted,4.0,7.0,True,False,Het traject is voortijdig beëindigd op verzoek van de coachee. Ondanks gemaakte vorderingen was de aansluiting onvoldoende.
T00746,K01461,C0106,2024-09-02,10,True,,,,False,False,
T00747,K01438,C0103,2024-09-03,6,False,other,,,False,True,
T00748,K01373,C0015,2024-09-03,12,True,,3.0,8.0,True,False,"Doelrealisatie was goed, maar zeer lage tevredenheid duidt op ernstige misvattingen of onvrede over de begeleiding. Dit vraagt reflectie."
T00749,K01099,C0120,2024-09-03,12,True,,,,False,False,
T00750,K01178,C0019,2024-09-04,2,False,disappeared,4.0,8.0,True,False,"Het traject is voortijdig afgebroken; de coachee is niet meer bereikbaar. Hoewel doelrealisatie aanwezig was, kon het traject niet worden afgerond."
T00751,K01404,C0054,2024-09-04,8,True,,,,False,True,
T00752,K00884,C0072,2024-09-04,10,True,,6.0,10.0,True,False,Uitstekend afgerond traject met volledige doelrealisatie en goede tevredenheid. De coachee heeft optimaal van het traject geprofiteerd.
T00753,K01400,C0114,2024-09-04,8,True,,4.0,9.0,True,True,"Sterke doelrealisatie gerealiseerd ondanks lage tevredenheid; dit suggereert dat resultaten bereikt zijn, maar de weg erheen was lastig."
T00754,K01476,C0094,2024-09-05,5,True,,,,False,False,
T00755,K00833,C0102,2024-09-06,13,True,,6.0,10.0,True,False,Excellent traject met volledige doelrealisatie en goedetevredenheid. De coachee heeft zich uitstekend kunnen ontwikkelen.
T00756,K01061,C0050,2024-09-07,11,True,,6.0,9.0,True,False,Sterk afgerond traject met zeer goede doelrealisatie en solide tevredenheid. De coachee is goed ondersteund naar zijn doelen.
T00757,K01181,C0085,2024-09-08,9,True,,4.0,9.0,True,False,Uitstekende doelrealisatie bereikt ondanks lage tevredenheid over het proces. Het traject was effectief maar kon meer op maat zijn.
T00758,K01253,C0071,2024-09-08,6,True,,,,False,True,
T00759,K01070,C0017,2024-09-08,7,True,,,,False,True,
T00760,K00671,C0058,2024-09-08,11,True,,7.0,9.0,True,False,Goed afgerond traject met sterke doelrealisatie en goede tevredenheid. De coachee heeft het traject als waardevol ervaren.
T00761,K00703,C0066,2024-09-09,6,True,,5.0,6.0,True,True,Matig resultaat met beperkte doelrealisatie en lage tevredenheid; het traject had meer duidelijkheid en structuur nodig gehad.
T00762,K01327,C0048,2024-09-09,12,True,,6.0,8.0,True,False,Goed traject met sterke doelrealisatie en redelijke tevredenheid. De coachee heeft vooruitgang geboekt op belangrijke gebieden.
T00763,K00924,C0050,2024-09-09,6,True,,3.0,8.0,True,True,Zeer lage tevredenheid ondanks redelijke doelrealisatie; dit duidt op problemen in de samenwerking of communicatie die aandacht vereisen.
T00764,K00781,C0116,2024-09-10,10,True,,8.0,10.0,True,False,Uitmuntend traject met volledige doelrealisatie en hoge tevredenheid. Een voorbeeldige samenwerking met excellente resultaten.
T00765,K00702,C0081,2024-09-11,6,True,,4.0,7.0,True,False,"De doelstellingen zijn goed gerealiseerd, maar de tevredenheid bleef beperkt; mogelijk kunnen volgende trajecten beter aansluiten bij jouw verwachtingen."
T00766,K00824,C0097,2024-09-11,7,True,,,,False,True,
T00767,K01207,C0022,2024-09-11,2,False,other,5.0,7.0,True,False,"Hoewel de doelen grotendeels zijn behaald, is het traject voortijdig beëindigd; een vervolgafspraak kan helpen om het momentum vast te houden."
T00768,K01214,C0090,2024-09-12,11,True,,7.0,7.0,True,False,Goed traject afgerond met solide doelrealisatie en tevredenheid; je bent goed voorbereid op de volgende stap.
T00769,K00917,C0074,2024-09-12,4,False,no-longer-wanted,3.0,8.0,True,True,Ondanks sterke doelrealisatie heb je het traject voortijdig beëindigd; jammer dat je prioriteiten zijn verschoven.
T00770,K01450,C0084,2024-09-12,8,True,,4.0,8.0,True,True,"Je doelen zijn uitstekend bereikt, maar je tevredenheid over het proces was matig; dit geeft aanleiding voor reflectie op de aanpak."
T00771,K01428,C0101,2024-09-12,8,True,,6.0,9.0,True,False,Zeer succesvol traject met uitstekende doelrealisatie en goede tevredenheid; je hebt veel bereikt en bent goed vooruitgegaan.
T00772,K00936,C0096,2024-09-13,2,True,,,,False,False,
T00773,K01057,C0009,2024-09-13,6,True,,,,False,True,
T00774,K01239,C0084,2024-09-13,7,True,,5.0,7.0,True,True,"Het traject is afgerond met redelijke doelrealisatie, hoewel je tevredenheid nog groeimogelijkheden laat zien."
T00775,K00655,C0006,2024-09-14,9,True,,8.0,7.0,True,False,Positief traject met goede doelrealisatie en hoge tevredenheid; je hebt optimaal van het proces kunnen profiteren.
T00776,K00731,C0039,2024-09-14,7,True,,4.0,8.0,True,True,"Je doelen zijn sterk gerealiseerd, maar je tevredenheid was bescheiden; de inhoud was effectief, ook al voelde het niet volledig af."
T00777,K00749,C0041,2024-09-14,7,True,,4.0,8.0,True,False,"Solide doelrealisatie bereikt, maar je tevredenheid was aan de lage kant; je bent wel een stap verder gekomen."
T00778,K01312,C0114,2024-09-15,7,True,,6.0,8.0,True,False,Goed traject met sterke doelrealisatie en redelijke tevredenheid; je hebt aanzienlijke vooruitgang geboekt.
T00779,K01314,C0035,2024-09-15,5,True,,5.0,8.0,True,True,Traject succesvol afgerond met goede doelrealisatie ondanks gemiddelde tevredenheid; de resultaten spreken voor zich.
T00780,K01095,C0009,2024-09-16,2,False,other,,,False,True,
T00781,K00677,C0116,2024-09-16,8,True,,,,False,False,
T00782,K00879,C0106,2024-09-16,8,True,,7.0,8.0,True,False,Sterk traject met goede doelrealisatie en tevredenheid; je bent goed vooruitgegaan en goed voorbereid op het vervolgtraject.
T00783,K01131,C0031,2024-09-16,2,False,disappeared,,,False,False,
T00784,K00697,C0054,2024-09-17,3,True,,5.0,7.0,True,False,"Het traject is afgerond met redelijke resultaten; de doelrealisatie was goed, hoewel je tevredenheid iets hoger had kunnen zijn."
T00785,K01379,C0090,2024-09-18,4,True,,5.0,8.0,True,False,Goed traject met sterke doelrealisatie en gemiddelde tevredenheid; je hebt significant vooruitgang geboekt.
T00786,K01197,C0030,2024-09-19,5,True,,4.0,6.0,True,True,De doelen zijn deels gerealiseerd en je tevredenheid was laag; het traject had beter kunnen aansluiten op jouw behoeften.
T00787,K01420,C0077,2024-09-19,7,True,,6.0,10.0,True,False,Uitstekend resultaat met volledige doelrealisatie; je bent zeer ver gekomen en goed voorbereid voor de toekomst.
T00788,K01274,C0045,2024-09-19,2,True,,7.0,8.0,True,False,Sterk traject met goede doelrealisatie en tevredenheid; je hebt betekenisvol voortgang geboekt.
T00789,K00770,C0072,2024-09-19,5,True,,5.0,8.0,True,True,Succesvol traject met goede doelrealisatie ondanks gemiddelde tevredenheid; je bent goed vooruitgegaan.
T00790,K00767,C0015,2024-09-19,11,True,,5.0,7.0,True,True,Het traject is afgerond met redelijke doelrealisatie; je bent voortgekomen hoewel je tevredenheid nog groeimogelijkheden laat zien.
T00791,K01386,C0097,2024-09-20,5,True,,4.0,8.0,True,False,"De doelstellingen zijn goed bereikt, maar de algehele ervaring was minder positief; waarschijnlijk speelden verwachtingen of communicatie een rol."
T00792,K00787,C0024,2024-09-20,6,True,,6.0,7.0,True,False,Solide voortgang met goed bereikt doelstelling; het traject verliep naar verwachting zonder opvallende hoogtepunten.
T00793,K00839,C0032,2024-09-20,3,False,no-longer-wanted,6.0,9.0,True,False,Ondanks uitstekende doelrealisatie heeft de coachee het traject voortijdig beëindigd; de aansluiting was blijkbaar onvoldoende.
T00794,K00902,C0108,2024-09-20,11,True,,8.0,8.0,True,False,Uitstekend afgerond traject met sterke doelrealisatie en hoge tevredenheid; een waardig voorbeeld van effectieve coaching.
T00795,K00676,C0058,2024-09-20,7,True,,6.0,6.0,True,False,Het traject verliep neutraal met gemiddelde doelrealisatie en tevredenheid; voldoende afgerond maar geen bijzondere resultaten.
T00796,K00760,C0068,2024-09-21,10,True,,5.0,5.0,True,False,Matig resultaat met laag bereik op beide vlakken; het traject heeft niet de gewenste doorbraak opgeleverd.
T00797,K00919,C0047,2024-09-21,12,True,,,,False,True,
T00798,K00949,C0103,2024-09-22,9,True,,5.0,7.0,True,True,"Redelijke doelrealisatie bereikt, maar de tevredenheid bleef achter; mogelijk meer afstemming nodig geweest."
T00799,K00763,C0040,2024-09-23,8,True,,,,False,False,
T00800,K00796,C0104,2024-09-23,8,True,,,,False,True,
T00801,K01075,C0117,2024-09-23,6,True,,5.0,5.0,True,True,Traject afgerond met matige resultaten op beide dimensies; de effectiviteit was beperkt.
T00802,K01165,C0113,2024-09-23,6,True,,,,False,True,
T00803,K01177,C0013,2024-09-23,3,False,disappeared,7.0,7.0,True,False,"Goed resultaat bereikt, maar contact verbroken voordat het traject formeel kon worden afgerond."
T00804,K01290,C0065,2024-09-23,6,False,disappeared,8.0,8.0,True,False,"Sterke voortgang en tevredenheid, jammer dat de coachee onverwacht uit beeld verdween."
T00805,K01369,C0025,2024-09-24,15,True,,6.0,9.0,True,False,Excellente doelrealisatie bereikt ondanks matige tevredenheid; de coachee heeft duidelijk veel opgeleverd gekregen.
T00806,K01210,C0096,2024-09-24,4,True,,6.0,7.0,True,False,Goed afgerond met bevredigende doelrealisatie en redelijke tevredenheid; een stabiel verloop.
T00807,K00736,C0039,2024-09-25,6,True,,5.0,7.0,True,False,Goede doelrealisatie bereikt ondanks lagere tevredenheid; de coachee zit waarschijnlijk met gemengde gevoelens.
T00808,K01337,C0020,2024-09-25,5,False,disappeared,,,False,False,
T00809,K01205,C0073,2024-09-26,2,False,external-coach,4.0,6.0,True,True,Traject onderbroken voor overstap naar externe coach; matige tevredenheid en onvoldoende aansluiting.
T00810,K01394,C0004,2024-09-26,8,True,,4.0,3.0,True,True,Zwak resultaat met lage doelrealisatie en tevredenheid; het traject is niet van de grond gekomen.
T00811,K01010,C0012,2024-09-27,9,True,,6.0,8.0,True,False,Goed afgerond met sterke doelrealisatie; ondanks matige tevredenheid toch substantiële vooruitgang geboekt.
T00812,K01134,C0114,2024-09-27,8,True,,,,False,False,
T00813,K00678,C0107,2024-09-27,6,True,,,,False,False,
T00814,K00933,C0093,2024-10-01,5,True,,4.0,6.0,True,True,Matige tevredenheid met beperkte doelrealisatie; het traject is voorbijgegaan zonder duidelijk succes.
T00815,K00775,C0092,2024-10-01,7,True,,7.0,7.0,True,False,Solide afgerond traject met goede doelrealisatie en tevredenheid; een waardig resultaat.
T00816,K01081,C0097,2024-10-02,8,True,,7.0,8.0,True,False,Sterke afsluiting met goed bereikt doelstelling en hoge tevredenheid; een succesvol traject.
T00817,K00897,C0025,2024-10-02,6,True,,5.0,8.0,True,True,Uitstekende doelrealisatie bereikt ondanks lagere tevredenheid; duidelijk waarde toegevoegd ondanks gemengde gevoelens.
T00818,K01128,C0001,2024-10-03,8,True,,8.0,8.0,True,False,Uitstekend traject afgerond met sterke doelbereikingresultaten. De coachee toont grote tevredenheid en heeft zich goed kunnen ontwikkelen.
T00819,K01456,C0119,2024-10-04,5,False,external-coach,,,False,False,
T00820,K01267,C0099,2024-10-04,11,True,,5.0,8.0,True,False,"Doelen goed bereikt, maar de ervaring kon meer aan verwachtingen voldoen. Mogelijk kunnen volgende trajecten beter aansluiten op persoonlijke behoeften."
T00821,K01455,C0025,2024-10-05,4,True,,5.0,8.0,True,False,"Doelen goed bereikt, maar de ervaring kon meer aan verwachtingen voldoen. Mogelijk kunnen volgende trajecten beter aansluiten op persoonlijke behoeften."
T00822,K01123,C0108,2024-10-05,10,True,,6.0,9.0,True,False,"Zeer goede doelrealisatie behaald ondanks gemiddelde tevredenheid. De coachee heeft veel opgeleverd, al had het proces meer kunnen inspireren."
T00823,K01280,C0058,2024-10-06,5,True,,5.0,7.0,True,False,"Redelijke voortgang met bereiken van de kerngestelde doelen, hoewel de algehele tevredenheid aan de lage kant bleef."
T00824,K01408,C0055,2024-10-07,8,True,,4.0,7.0,True,False,"Doelen behoorlijk gerealiseerd, maar de coaching-ervaring voldeed onvoldoende aan verwachtingen. Aandacht voor beter contact kan helpen."
T00825,K01412,C0114,2024-10-07,3,True,,,,False,True,
T00826,K00893,C0084,2024-10-07,6,True,,5.0,8.0,True,True,"Doelen goed bereikt, maar de ervaring kon meer aan verwachtingen voldoen. Mogelijk kunnen volgende trajecten beter aansluiten op persoonlijke behoeften."
T00827,K00673,C0082,2024-10-08,6,True,,,,False,True,
T00828,K01322,C0047,2024-10-08,3,False,disappeared,,,False,False,
T00829,K01225,C0103,2024-10-09,8,True,,3.0,7.0,True,True,Ondanks lage tevredenheid zijn de gestelde doelen behoorlijk behaald. Verbetering van het coachproces zou de ervaring kunnen versterken.
T00830,K00782,C0071,2024-10-09,12,True,,,,False,False,
T00831,K01482,C0085,2024-10-09,3,False,disappeared,,,False,False,
T00832,K00720,C0039,2024-10-10,11,True,,5.0,8.0,True,False,"Doelen goed bereikt, maar de ervaring kon meer aan verwachtingen voldoen. Mogelijk kunnen volgende trajecten beter aansluiten op persoonlijke behoeften."
T00833,K00727,C0081,2024-10-10,7,True,,5.0,9.0,True,True,"Zeer sterke doelrealisatie behaald ondanks gemiddelde tevredenheid. De coachee heeft veel bereikt, al zou meer afstemming de ervaring kunnen verbeteren."
T00834,K01187,C0089,2024-10-10,11,True,,6.0,9.0,True,False,Zeer goede doelrealisatie behaald met goede tevredenheid. De coachee heeft zich goed kunnen ontwikkelen en de doelen zijn solide bereikt.
T00835,K01297,C0023,2024-10-12,5,True,,5.0,5.0,True,True,Matige resultaten op beide fronten; doelen zijn slechts gedeeltelijk bereikt en tevredenheid bleef beperkt. Herziening van aanpak zou nuttig zijn.
T00836,K00821,C0114,2024-10-15,7,True,,7.0,9.0,True,False,Sterke doelrealisatie met goed tevredenheidsgevoel. De coachee heeft zich goed betrokken en waardevolle voortgang geboekt.
T00837,K00928,C0001,2024-10-15,8,True,,5.0,9.0,True,False,"Zeer goede doelrealisatie ondanks gemiddelde tevredenheid. De coaching leverde concrete resultaten op, al kon het proces meer instemming hebben."
T00838,K00904,C0108,2024-10-17,3,True,,,,False,False,
T00839,K01240,C0116,2024-10-17,9,True,,6.0,9.0,True,False,Zeer goede doelrealisatie behaald met aanvaardbare tevredenheid. De coachee heeft sterke voortgang geboekt.
T00840,K01153,C0036,2024-10-17,8,True,,,,False,True,
T00841,K00688,C0096,2024-10-18,6,True,,5.0,8.0,True,False,"Doelen goed bereikt, maar de ervaring kon meer aan verwachtingen voldoen. Mogelijk kunnen volgende trajecten beter aansluiten op persoonlijke behoeften."
T00842,K00836,C0108,2024-10-18,9,True,,6.0,7.0,True,False,Goede doelrealisatie behaald met acceptabele tevredenheid. Het traject leverde waardevolle resultaten op.
T00843,K01416,C0064,2024-10-18,6,True,,3.0,7.0,True,True,Ondanks lage tevredenheid zijn de gestelde doelen behoorlijk behaald. Verbetering van het coachproces zou de ervaring kunnen versterken.
T00844,K01084,C0033,2024-10-19,7,True,,,,False,False,
T00845,K00859,C0094,2024-10-19,5,True,,6.0,9.0,True,False,Zeer goede doelrealisatie behaald met goede tevredenheid. De coachee heeft zich goed kunnen ontwikkelen en de doelen zijn solide bereikt.
T00846,K00943,C0017,2024-10-19,7,True,,4.0,7.0,True,True,"Doelen behoorlijk gerealiseerd, maar de coaching-ervaring voldeed onvoldoende aan verwachtingen. Aandacht voor beter contact kan helpen."
T00847,K01112,C0047,2024-10-20,4,False,no-longer-wanted,3.0,6.0,True,True,"Het traject is voortijdig beëindigd omdat de coachee geen behoefte meer had aan begeleiding. Hoewel enkele doelen deels werden bereikt, was de algehele tevredenheid laag."
T00848,K00809,C0101,2024-10-20,8,True,,6.0,8.0,True,False,Een solide traject met goede doelrealisatie en redelijke tevredenheid; de coachee heeft goed kunnen vooruitgaan.
T00849,K00706,C0047,2024-10-21,2,False,disappeared,,,False,False,
T00850,K01231,C0025,2024-10-21,6,True,,4.0,5.0,True,False,"Het traject is afgerond, maar zowel de doelrealisatie als tevredenheid bleven onder verwachting; meer inzet was nodig geweest voor betere resultaten."
T00851,K01325,C0030,2024-10-21,7,True,,6.0,9.0,True,False,Uitstekende doelrealisatie ondanks matige tevredenheid; de coachee heeft aanzienlijke vooruitgang geboekt.
T00852,K01186,C0051,2024-10-22,4,True,,2.0,4.0,True,False,Dit traject heeft niet opgeleverd wat ervan verwacht werd; zowel tevredenheid als doelrealisatie bleven significant achter.
T00853,K01145,C0068,2024-10-23,7,True,,,,False,True,
T00854,K01313,C0095,2024-10-25,2,False,disappeared,,,False,True,
T00855,K01137,C0002,2024-10-26,10,True,,6.0,9.0,True,False,Een succesvol traject met zeer goede doelrealisatie en aanvaardbare tevredenheid; de coachee heeft sterke resultaten bereikt.
T00856,K00761,C0036,2024-10-26,7,True,,3.0,6.0,True,True,Matige tevredenheid ondanks gedeeltelijke doelrealisatie; het traject had meer impact kunnen hebben.
T00857,K01160,C0020,2024-10-26,8,True,,6.0,8.0,True,False,Een goed afgerond traject met sterke doelrealisatie en redelijke tevredenheid; solide voortgang geboekt.
T00858,K01249,C0084,2024-10-26,4,False,other,,,False,False,
T00859,K01269,C0108,2024-10-27,9,True,,,,False,False,
T00860,K00800,C0058,2024-10-27,12,True,,5.0,7.0,True,False,Een redelijk traject met gematigde tevredenheid en acceptabele doelrealisatie; de coachee heeft stappen vooruit gezet.
T00861,K00910,C0058,2024-10-27,7,True,,,,False,True,
T00862,K00820,C0114,2024-11-01,11,True,,6.0,9.0,True,False,Zeer goed afgerond met uitstekende doelrealisatie; een waardevolle ervaring voor de coachee ondanks matige tevredenheid.
T00863,K00852,C0047,2024-11-01,7,True,,7.0,6.0,True,False,"Goede tevredenheid, hoewel de doelrealisatie iets achterbleef; een positief traject met beperkte concrete resultaten."
T00864,K00841,C0090,2024-11-04,7,True,,,,False,True,
T00865,K00915,C0002,2024-11-04,2,False,disappeared,,,False,False,
T00866,K01288,C0006,2024-11-05,13,True,,7.0,8.0,True,False,Een succesvol traject met goede tevredenheid en sterke doelrealisatie; de coachee is tevreden met de geboekte vooruitgang.
T00867,K00854,C0052,2024-11-05,10,True,,6.0,9.0,True,False,Zeer goed afgerond traject met uitstekende doelrealisatie en redelijke tevredenheid; significante voortgang bereikt.
T00868,K01016,C0088,2024-11-07,6,True,,7.0,8.0,True,False,Een positief en succesvol traject met goede tevredenheid en sterke doelrealisatie; waardevol voor de coachee.
T00869,K01281,C0094,2024-11-07,4,False,disappeared,,,False,False,
T00870,K01503,C0071,2024-11-08,9,True,,6.0,7.0,True,False,Een behoorlijk afgerond traject met gematigde tevredenheid en acceptabele doelrealisatie; redelijke voortgang geboekt.
T00871,K00983,C0038,2024-11-08,9,True,,,,False,False,
T00872,K00779,C0047,2024-11-09,5,False,other,8.0,7.0,True,False,"Het traject is voortijdig gestopt om andere redenen, maar de coachee was tevredenheid en had een deel van de doelen al bereikt."
T00873,K00764,C0033,2024-11-11,11,True,,6.0,9.0,True,False,Zeer goed afgerond met uitstekende doelrealisatie; een waardevol traject ondanks matige tevredenheid.
T00874,K00997,C0116,2024-11-14,3,False,external-coach,,,False,False,
T00875,K01042,C0019,2024-11-14,2,False,disappeared,,,False,False,
T00876,K01495,C0019,2024-11-15,11,True,,4.0,5.0,True,True,Het traject is afgerond met beperkte resultaten; zowel tevredenheid als doelrealisatie waren onvoldoende.
T00877,K01064,C0112,2024-11-15,3,False,other,,,False,True,
T00878,K01468,C0101,2024-11-15,6,True,,5.0,5.0,True,False,Een minimalistisch traject met gelijke scores voor tevredenheid en doelrealisatie; beperkte impact bereikt.
